Name	Description	Company	Type no	no of channels
ASD FSFR	ASD Fieldspec FR	ASD	4	2151
Band	Average Wavelength (nm)	Full Width at Half the Maximum FWHM (nm)		
1934	2283	2
1935	2284	2
1936	2285	2
1937	2286	2
1938	2287	2
1939	2288	2
1940	2289	2
1941	2290	2
1942	2291	2
1943	2292	2
1944	2293	2
1945	2294	2
1946	2295	2
1947	2296	2
1948	2297	2
1949	2298	2
1950	2299	2
1951	2300	2
1952	2301	2
1953	2302	2
1954	2303	2
1955	2304	2
1956	2305	2
1957	2306	2
1958	2307	2
1959	2308	2
1960	2309	2
1961	2310	2
1962	2311	2
1963	2312	2
1964	2313	2
1965	2314	2
1966	2315	2
1967	2316	2
1968	2317	2
1969	2318	2
1970	2319	2
1971	2320	2
1972	2321	2
1973	2322	2
1974	2323	2
1975	2324	2
1976	2325	2
1977	2326	2
1978	2327	2
1979	2328	2
1980	2329	2
1981	2330	2
1982	2331	2
1983	2332	2
1984	2333	2
1985	2334	2
1986	2335	2
1987	2336	2
1988	2337	2
1989	2338	2
1990	2339	2
1991	2340	2
1992	2341	2
1993	2342	2
1994	2343	2
1995	2344	2
1996	2345	2
1997	2346	2
1998	2347	2
1999	2348	2
2000	2349	2
2001	2350	2
2002	2351	2
2003	2352	2
2004	2353	2
2005	2354	2
2006	2355	2
2007	2356	2
2008	2357	2
2009	2358	2
2010	2359	2
2011	2360	2
2012	2361	2
2013	2362	2
2014	2363	2
2015	2364	2
2016	2365	2
2017	2366	2
2018	2367	2
2019	2368	2
2020	2369	2
2021	2370	2
2022	2371	2
2023	2372	2
2024	2373	2
2025	2374	2
2026	2375	2
2027	2376	2
2028	2377	2
2029	2378	2
2030	2379	2
2031	2380	2
2032	2381	2
2033	2382	2
2034	2383	2
2035	2384	2
2036	2385	2
2037	2386	2
2038	2387	2
2039	2388	2
2040	2389	2
2041	2390	2
2042	2391	2
2043	2392	2
2044	2393	2
2045	2394	2
2046	2395	2
2047	2396	2
2048	2397	2
2049	2398	2
2050	2399	2
2051	2400	2
2052	2401	2
2053	2402	2
2054	2403	2
2055	2404	2
2056	2405	2
2057	2406	2
2058	2407	2
2059	2408	2
2060	2409	2
2061	2410	2
2062	2411	2
2063	2412	2
2064	2413	2
2065	2414	2
2066	2415	2
2067	2416	2
2068	2417	2
2069	2418	2
2070	2419	2
2071	2420	2
2072	2421	2
2073	2422	2
2074	2423	2
2075	2424	2
2076	2425	2
2077	2426	2
2078	2427	2
2079	2428	2
2080	2429	2
2081	2430	2
2082	2431	2
2083	2432	2
2084	2433	2
2085	2434	2
2086	2435	2
2087	2436	2
2088	2437	2
2089	2438	2
2090	2439	2
2091	2440	2
2092	2441	2
2093	2442	2
2094	2443	2
2095	2444	2
2096	2445	2
2097	2446	2
2098	2447	2
2099	2448	2
2100	2449	2
2101	2450	2
2102	2451	2
2103	2452	2
2104	2453	2
2105	2454	2
2106	2455	2
2107	2456	2
2108	2457	2
2109	2458	2
2110	2459	2
2111	2460	2
2112	2461	2
2113	2462	2
2114	2463	2
2115	2464	2
2116	2465	2
2117	2466	2
2118	2467	2
2119	2468	2
2120	2469	2
2121	2470	2
2122	2471	2
2123	2472	2
2124	2473	2
2125	2474	2
2126	2475	2
2127	2476	2
2128	2477	2
2129	2478	2
2130	2479	2
2131	2480	2
2132	2481	2
2133	2482	2
2134	2483	2
2135	2484	2
2136	2485	2
2137	2486	2
2138	2487	2
2139	2488	2
2140	2489	2
2141	2490	2
2142	2491	2
2143	2492	2
2144	2493	2
2145	2494	2
2146	2495	2
2147	2496	2
2148	2497	2
2149	2498	2
2150	2499	2
2151	2500	2
